_id,Source,Source_ID,Location,Artist,Title,Medium,ArtForm,Status,ImageName,ImageURL,ThumbURL,ImageAltText,WARD,WARD_FULLNAME,YEAR_INSTALLED,Description,OwnedBy,CommissionedBy,PublicArtConsultant,ImageOrientation,ExternalLink,ExternalLinkText,geometry
26,Public Art & Monuments Collection - City-Owned,509,Spadina Avenue and College Street,"Burrows, Tom",Fowl Play,aluminum,Sculpture,Existing,fowlplay.jpg,https://www.toronto.ca/ext/pln/publicart/fowlplay.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/fowlplay.jpg,Image of artwork: Fowl Play,11,University-Rosedale,1997,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.399747, 43.657203]]}"
27,Public Art & Monuments Collection - City-Owned,526,Bloor Street at West Toronto Rail Path,"Dickson, John",Frontier,galvanized steel,Sculpture,Existing,frontier2.jpg,https://www.toronto.ca/ext/pln/publicart/frontier2.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/frontier2.jpg,"Two tall metal poles measuring 6 metres high, draped in perforated galvanized steel veils, which alternately appear to be solid and transparent",9,Davenport,2009,"""Frontier"" is made up of 4 large steel structures that are evenly distributed between Bloor Street West and Dundas Street West on the West Toronto Rail Path.",None,None,None,portrait,https://www.railpath.ca/art,External link,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.448181, 43.655411]]}"
28,Public Art & Monuments Collection - City-Owned,644,Canadian National Exhibition Grounds,"Bradley Cox, Elford",Garden of the Greek Gods,masonry,Sculpture,Existing,gardenofgods.jpg,https://www.toronto.ca/ext/pln/publicart/gardenofgods.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gardenofgods.jpg,Image of artwork: Garden of the Greek Gods,10,Spadina-Fort York,1979,"The Garden of the Greek Gods is a collection of 20 sculptures by renowned Canadian sculptor E.B. Cox (1914-2003). The limestone sculptures, created in the 1960s, depict figures from Greek mythology, including, Medusa, Orpheus, and Hercules. Celebrate the return of the sculpture garden to the public realm, at its beautiful new setting just east of the Rose Garden, south of Bandshell Park.",None,None,None,landscape,https://www.explace.on.ca/news/media/the-garden-of-the-greek-gods/,External link,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.423431, 43.630952]]}"
29,Public Art & Monuments Collection - City-Owned,561,Lake Shore Boulevard and Coxwell Avenue,"McKinnon, John",Gardiner East Dismantling, ,Sculpture,Existing,gardiner1.jpg,https://www.toronto.ca/ext/pln/publicart/gardiner1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gardiner1.jpg,"Two-storey concrete support braces, leftover from the dismantled Gardiner Expressway line a bike and walking path",19,Beaches - East York,2003,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.314836, 43.66232]]}"
30,Public Art & Monuments Collection - City-Owned,695,Garrison Road and Strachan Avenue,Unknown,Garrison Cemetery Memorial Wall,masonry,Sculpture,Existing,garrison_cemetery.jpg,https://www.toronto.ca/ext/pln/publicart/garrison_cemetery.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/garrison_cemetery.jpg,Image of artwork: Garrison Cemetery Memorial Wall,10,Spadina-Fort York,1970,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.409, 43.638214]]}"
31,Public Art & Monuments Collection - City-Owned,505,5100 Yonge Street,"Baird, Lynda / Baird, Ron",Gateway Marker,"stainless steel, painted steel",Sculpture,Existing,gateway_marker.jpg,https://www.toronto.ca/ext/pln/publicart/gateway_marker.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gateway_marker.jpg,Image of artwork: Gateway Marker,18,Willowdale,1995,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.41476, 43.767327]]}"
32,Public Art & Monuments Collection - City-Owned,511,Spadina Avenue and Dundas Street,"Chen, Millie / Quigley, Warren",Gateways,coloured fiberglass,Sculpture,Existing,gateway.jpg,https://www.toronto.ca/ext/pln/publicart/gateway.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gateway.jpg,Image of artwork: Gateways,11,University-Rosedale,1997,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.39815, 43.652908]]}"
33,Public Art & Monuments Collection - City-Owned,525,St. Mary Street and  Bay Street,Dora de Pedery-Hunt,George Faludy Place,"limestone, bronze",Sculpture,Existing,georgefaludy.jpg,https://www.toronto.ca/ext/pln/publicart/georgefaludy.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/georgefaludy.jpg,Image of artwork: George Faludy Place,13,Toronto Centre,2006,"George Faludy Place is located across the street from 25 St. Mary's St. where Mr. Faludy, one of Hungary's greatest poets, lived for much of his 22 years of self-imposed exile from Hungary.  George Faludy Place is an initiative of the Toronto Legacy Project, which  honors notable artists, scientists and thinkers who have enriched the life of Toronto, by embedding their names in the fabric of the city.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.388501, 43.66743]]}"
34,Public Art & Monuments Collection - City-Owned,589,"Durant Avenue, Roosevelt Avenue and Memorial Park Avenue, Memorial Park",Unknown,Greek Monument,granite,Sculpture,Existing,greekmonument.jpg,https://www.toronto.ca/ext/pln/publicart/greekmonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/greekmonument.jpg,Image of artwork: Greek Monument,14,Toronto-Danforth,2000,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.330031, 43.691795]]}"
35,Public Art & Monuments Collection - City-Owned,576,"St. Clair Avenue West , Walmer Road Parkette","Reynolds, J.M.",Gwendolyn MacEwen Memorial,"bronze, granite",Sculpture,Existing,gwendolynmacewan.jpg,https://www.toronto.ca/ext/pln/publicart/gwendolynmacewan.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gwendolynmacewan.jpg,Image of artwork: Gwendolyn MacEwen Memorial,12,Toronto-St. Paul's,2006,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.410739, 43.679011]]}"
36,Public Art & Monuments Collection - City-Owned,699,Scarborough Civic Centre,"Milles, Carl",The Hand of God,bronze,Sculpture,Existing,handofgod.jpg,https://www.toronto.ca/ext/pln/publicart/handofgod.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/handofgod.jpg,Image of artwork: The Hand of God,21,Scarborough Centre,1975,None,None,None,None,portrait,https://www.toronto.ca/city-government/planning-development/planning-studies-initiatives/scarborough-centre-public-art-master-plan/,External website,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2579, 43.7714]]}"
37,Public Art & Monuments Collection - City-Owned,652,"276 St. Clair Avenue East, Loring-Wyle Parkette","Wyle, Florence",The Harvester,"bronze, masonry",Sculpture,Existing,harvester.jpg,https://www.toronto.ca/ext/pln/publicart/harvester.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/harvester.jpg,Image of artwork: The Harvester,11,University-Rosedale,1984,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383218, 43.690685]]}"
38,Public Art & Monuments Collection - City-Owned,570,"4169 Bathurst Street, Earl Bales Park","Raab, Ernest",Canadian Society for Yad Vashem Holocaust Memorial Site,bronze,Sculpture,Existing,holocaust_memorial.jpg,https://www.toronto.ca/ext/pln/publicart/holocaust_memorial.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/holocaust_memorial.jpg,Image of artwork: Canadian Society for Yad Vashem Holocaust Memorial Site,6,York Centre,1991,"The CSYV Holocaust Memorial Site is situated near the entrance to Earl Bales Park at 4169 Bathurst Street, in North York, Toronto. The site is adjacent to residential areas where thousands of Holocaust survivors rebuilt their lives in Canada after the war. The site was constructed in three phases over a period of 30 years and contains almost 5,000 names of victims and survivors of the Holocaust, the most extensive listing of any memorial site in Canada.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.431803, 43.752614]]}"
39,Public Art & Monuments Collection - City-Owned,532,"Humber River, Lake Ontario","Environmental Artworks Studio (Golden, Brad / Eichenberg, Lynne)",Humber River Bridge,"mixed metal, masonry",Infrastructure,Existing,humberbridge.jpg,https://www.toronto.ca/ext/pln/publicart/humberbridge.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/humberbridge.jpg,Image of artwork: Humber River Bridge,4,Parkdale-High Park,1997,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.471195, 43.632141]]}"
40,Public Art & Monuments Collection - City-Owned,507,"Jarvis Street and King Street East, St. James Park","Boyer, Gilbert",I Looked for Sarah Everywhere,"masonry, steel",Installation,Existing,ilookedforsarah.jpg,https://www.toronto.ca/ext/pln/publicart/ilookedforsarah.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/ilookedforsarah.jpg,Image of artwork: I Looked for Sarah Everywhere,13,Toronto Centre,2001,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.373324, 43.651276]]}"
41,Public Art & Monuments Collection - City-Owned,550,Spadina Avenue and Sullivan Street,"Hlynsky, David / Yanover, Shirley",In Asia:The East: Spring / Europe:The West: Autumn,coloured fiberglass,Sculpture,Existing,asiaeurope.jpg,https://www.toronto.ca/ext/pln/publicart/asiaeurope.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/asiaeurope.jpg,Image of artwork: In Asia:The East: Spring / Europe:The West: Autumn,10,Spadina-Fort York,1997,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.397326, 43.650862]]}"
42,Public Art & Monuments Collection - City-Owned,530,Queen Street West and Cowan Avenue,"Dykhuis, Peter",Index/Ideal,bronze,Frieze,Existing,indexideal.jpg,https://www.toronto.ca/ext/pln/publicart/indexideal.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/indexideal.jpg,Image of artwork: Index/Ideal,4,Parkdale-High Park,1989,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.433132, 43.640481]]}"
43,Public Art & Monuments Collection - City-Owned,583,"Front Street West, Simcoe  Park","Scott, John /  Lo, Derek  /  Winkler, Lana",Injured Workers Monument,"granite, bronze",Sculpture,Existing,injuredworkers1.jpg,https://www.toronto.ca/ext/pln/publicart/injuredworkers1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/injuredworkers1.jpg,Image of artwork: Injured Workers Monument,10,Spadina-Fort York,2001,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.385865, 43.644991]]}"
44,Public Art & Monuments Collection - City-Owned,569,"Lake Shore Boulevard West and Ontario Place Boulevard, Battery Park","Qimirpik, Kellypalik",Inukshuk Sculpture,granite,Sculpture,Existing,inukshuk1.jpg,https://www.toronto.ca/ext/pln/publicart/inukshuk1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/inukshuk1.jpg,Grassy knoll with monumental stone inukshuk approximating human form surrounded by boulders,10,Spadina-Fort York,2002,"The Inukshuk was chosen by City Council as the City of Toronto's legacy project to commemorate World Youth Day 2002 and the visit of Pope John Paul II to Toronto. An Inuit stone structure primarily found in the arctic landscape, the Inukshuk acts as a powerful symbol of safe harbour, guiding travellers on land and sea.  The Toronto Inukshuk is located at Battery Park and is one of the largest of its kind in North America. The structure, made of approximately 50 tonnes of mountain rose granite, stands 30 feet high with an arm span of 15 feet.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.409279, 43.632297]]}"
45,Public Art & Monuments Collection - City-Owned,567,Harbourfront Square Park East,"Pelletier, David",Jack's Got Your Back: Layton Memorial,"bronze, masonry",Sculpture,Existing,jacklayton.jpg,https://www.toronto.ca/ext/pln/publicart/jacklayton.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/jacklayton.jpg,Image of artwork: Jack's Got Your Back: Layton Memorial,10,Spadina-Fort York,2013,"This memorial to Jack Layton, who was an avid cyclist, depicts him riding on the back seat of a tandem bicycle. The front seat welcomes visitors to sit and have their photo taken ""with Jack at their back.""",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.37665, 43.64019]]}"
46,Public Art & Monuments Collection - City-Owned,522,College Street and Grace Street,"Dam de Nogales, Edwin / Veronica",Johnny Lombardi,"bronze, concrete",Sculpture,Existing,lombardi1.jpg,https://www.toronto.ca/ext/pln/publicart/lombardi1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lombardi1.jpg,Image of artwork: Johnny Lombardi,11,University-Rosedale,2004,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.415601, 43.654947]]}"
47,Public Art & Monuments Collection - City-Owned,510,"4169 Bathurst Street, Earl Bales Park","Caede, F.B.",Jose Rizal Memorial,"bronze, masonry",Sculpture,Existing,joserizal.jpg,https://www.toronto.ca/ext/pln/publicart/joserizal.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/joserizal.jpg,Image of artwork: Jose Rizal Memorial,6,York Centre,1998,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.431803, 43.752614]]}"
48,Public Art & Monuments Collection - City-Owned,646,Beaty Boulevard Park,"Janowski, Tadeusz",Katyn Memorial,"bronze, masonry",Sculpture,Existing,katynmemorial.jpg,https://www.toronto.ca/ext/pln/publicart/katynmemorial.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/katynmemorial.jpg,âKatyn Monumentâ by artist Tadeusz Janowski is a monumental black marble block seemingly split in two with a crack running through its centre,4,Parkdale-High Park,1980,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.446086, 43.638392]]}"
49,Public Art & Monuments Collection - City-Owned,594,Sheppard Avenue and Leslie Street,"Wrigley, Bill",Kids Play,paint on concrete,Painting,Existing,kidsplay.jpg,https://www.toronto.ca/ext/pln/publicart/kidsplay.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/kidsplay.jpg,Image of artwork: Kids Play,17,Don Valley North,2006,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.364238, 43.771711]]}"
50,Public Art & Monuments Collection - City-Owned,533,2700 Eglinton Avenue West,"Esposito, Elisa",La Tenrezza Of Mother and Child,masonry,Unknown,Existing,latenrezza.jpg,https://www.toronto.ca/ext/pln/publicart/latenrezza.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/latenrezza.jpg,Image of artwork: La Tenrezza Of Mother and Child,5,York South-Weston,1993,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.478496, 43.689889]]}"
51,Public Art & Monuments Collection - City-Owned,587,Long Branch TTC loop,"Stanley, Stephen",Lakeshore Transportation History,painting,Painting,Existing,lakeshoremural.jpg,https://www.toronto.ca/ext/pln/publicart/lakeshoremural.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lakeshoremural.jpg,Image of artwork: Lakeshore Transportation History,3,Etobicoke-Lakeshore,1996,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.54406, 43.59202]]}"
52,Public Art & Monuments Collection - City-Owned,640,Bay Street and Hagerman St,"Markson, Jerome",Larry Sefton Memorial,"Corten, masonry",Sculpture,Existing,larrysefton.jpg,https://www.toronto.ca/ext/pln/publicart/larrysefton.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/larrysefton.jpg,Image of artwork: Larry Sefton Memorial,10,Spadina-Fort York,1977,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383406, 43.654406]]}"
53,Public Art & Monuments Collection - City-Owned,562,370 Queens Quay West,"Miller, Bernie",Learn to Throw Your Voice,"steel, concrete",Installation,Existing,learn_to_throw_your_voice.jpg,https://www.toronto.ca/ext/pln/publicart/learn_to_throw_your_voice.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/learn_to_throw_your_voice.jpg,Image of artwork: Learn to Throw Your Voice,10,Spadina-Fort York,1986,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.389859, 43.638656]]}"
54,Public Art & Monuments Collection - City-Owned,698,High Park,"Chereshniovsky, Mykhailo",Lesya Urainka Monument,"bronze, masonry",Sculpture,Existing,lesyaukrainka.jpg,https://www.toronto.ca/ext/pln/publicart/lesyaukrainka.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lesyaukrainka.jpg,Image of artwork: Lesya Urainka Monument,4,Parkdale-High Park,1975,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.464237, 43.646723]]}"
55,Public Art & Monuments Collection - City-Owned,547,54 Montgomery Road,"Hilton Moore, Marlene",The Line of Time,bronze,Sculpture,Existing,lineoftime.jpg,https://www.toronto.ca/ext/pln/publicart/lineoftime.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/lineoftime.jpg,Image of artwork: The Line of Time,3,Etobicoke-Lakeshore,1997,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.519389, 43.648586]]}"
56,Public Art & Monuments Collection - City-Owned,655,"276 St. Clair Avenue East, Loring-Wyle Parkette","Wyle, Florence",Loring,"bronze, masonry",Sculpture,Existing,loring.jpg,https://www.toronto.ca/ext/pln/publicart/loring.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/loring.jpg,Image of artwork: Loring,11,University-Rosedale,1984,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.383218, 43.690685]]}"
57,Public Art & Monuments Collection - City-Owned,696,Margaret Fairley Park,"Reddsell-Fediow, Pauline",Margaret Fairley Memorial,"bronze, masonry",Sculpture,Existing,margaretfairley.jpg,https://www.toronto.ca/ext/pln/publicart/margaretfairley.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/margaretfairley.jpg,Image of artwork: Margaret Fairley Memorial,11,University-Rosedale,1973,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.405379, 43.660454]]}"
58,Public Art & Monuments Collection - City-Owned,553,"Dewson, Crawford, Beatrice and Montrose Streets","Leroux, John",Memory Banks,"masonry,",Unknown,Existing,memorybanks.jpg,https://www.toronto.ca/ext/pln/publicart/memorybanks.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/memorybanks.jpg,Image of artwork: Memory Banks,11,University-Rosedale,1998,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.419113, 43.657301]]}"
59,Public Art & Monuments Collection - City-Owned,657,"Front Street and York Street, Union Station","Perilli / Nino Rico, Francesco",Monument to Multiculturalism,"bronze, masonry",Sculpture,Existing,multiculturalism.jpg,https://www.toronto.ca/ext/pln/publicart/multiculturalism.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/multiculturalism.jpg,Image of artwork: Monument to Multiculturalism,13,Toronto Centre,1985,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.381147, 43.645406]]}"
60,Public Art & Monuments Collection - City-Owned,552,Scarborough Civic Centre,"Machata, Peter",Natural Development,masonry,Sculpture,Existing,naturaldevelopment.jpg,https://www.toronto.ca/ext/pln/publicart/naturaldevelopment.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/naturaldevelopment.jpg,Image of artwork: Natural Development,21,Scarborough Centre,1994,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2583, 43.7724]]}"
61,Public Art & Monuments Collection - City-Owned,542,Yonge Street and Yonge Boulevard,"Goodman, Jeff",Northern Gateway,"mixed metal, granite",Sculpture,Existing,northerngateway.jpg,https://www.toronto.ca/ext/pln/publicart/northerngateway.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/northerngateway.jpg,Image of artwork: Northern Gateway,15,Don Valley West,1994,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.404583, 43.734368]]}"
62,Public Art & Monuments Collection - City-Owned,578,Scarborough Civic Centre,"Schreefel, Rob",Ode to the Sun,granite,Sculpture,Existing,odetothesun.jpg,https://www.toronto.ca/ext/pln/publicart/odetothesun.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/odetothesun.jpg,Image of artwork: Ode to the Sun,21,Scarborough Centre,1994,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.257, 43.7718]]}"
63,Public Art & Monuments Collection - City-Owned,548,"Kingston Road and Ravine Drive, Foot of Doris McCarthy Trail","Hilton Moore, Marlene",Passage,steel,Sculpture,Existing,passage.jpg,https://www.toronto.ca/ext/pln/publicart/passage.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/passage.jpg,Image of artwork: Passage,20,Scarborough Southwest,2002,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.213745, 43.727062]]}"
64,Public Art & Monuments Collection - City-Owned,643,High Park,Unknown,Portuguese Monument,masonry,Sculpture,Existing,portuguesemonument.jpg,https://www.toronto.ca/ext/pln/publicart/portuguesemonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/portuguesemonument.jpg,Image of artwork: Portuguese Monument,4,Parkdale-High Park,1978,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.465841, 43.644424]]}"
65,Public Art & Monuments Collection - City-Owned,577,Scarborough Civic Centre,"Roller, Peter",Procession,granite,Sculpture,Existing,procession.jpg,https://www.toronto.ca/ext/pln/publicart/procession.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/procession.jpg,Image of artwork: Procession,21,Scarborough Centre,1994,None,None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.2571, 43.7738]]}"
66,Public Art & Monuments Collection - City-Owned,571,"4169 Bathurst Street, Earl Bales Park","Raab, Ernest",Raoul Wallenberg Memorial,bronze,Sculpture,Existing,wallenberg.jpg,https://www.toronto.ca/ext/pln/publicart/wallenberg.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/wallenberg.jpg,Image of artwork: Raoul Wallenberg Memorial,6,York Centre,1996,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.431803, 43.752614]]}"
67,Percent for Public Art - Private Developer Program,564,"18 Yorkville Avenue, 18 Yorkville Condos","Morin, Jean-Pierre",Reaching for the Cloud,"aluminum, Corten",Sculpture,Existing,reachingcloud.jpg,https://www.toronto.ca/ext/pln/publicart/reachingcloud.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/reachingcloud.jpg,Image of artwork: Reaching for the Cloud,11,University-Rosedale,2005,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.388212, 43.672312]]}"
68,Public Art & Monuments Collection - City-Owned,540,Lee Centre Park,"Giroux, Christian /  Young, Daniel",Reticulated Gambol,painted steel,Functional Art,Existing,reticulatedgambol.jpg,https://www.toronto.ca/ext/pln/publicart/reticulatedgambol.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/reticulatedgambol.jpg,"A bright blue, painted steel structure featuring tall hooded sections connected by walkways, tubes and bridges; an interactive public artwork that also functions as a children's playground",24,Scarborough-Guildwood,2009,"Both a jungle gym and a contemporary artwork, Reticulated Gambol challenges the imagination of neighbourhood children just as its creation challenged the talents of acclaimed Canadian artists Christian Giroux and Daniel Young. This functional and interactive public artwork is made from standard CSA-certified playground equipment. Its symmetrical, blue steel square form sets it apart from the multi-coloured, asymmetrical arrangements found in a typical playground.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.247004, 43.780563]]}"
69,Public Art & Monuments Collection - City-Owned,531,"Market Lane, Front Street and Jarvis Street","Edelstein, Morry  /  McLaren, Brian",Return of the Magri-Stecchi,"mixed metal, masonry",Sculpture,Existing,maggristecchi.jpg,https://www.toronto.ca/ext/pln/publicart/maggristecchi.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/maggristecchi.jpg,Image of artwork: Return of the Magri-Stecchi,13,Toronto Centre,1986,"Return of the Magri Stecchi commemorates Toronto's first public well, which was dug in 1823 near Market Lane Park, as well as   the stocks that stood in Market Square until 1834.",None,None,None,landscape,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.372173, 43.649059]]}"
70,Public Art & Monuments Collection - City-Owned,503,"Jarvis Street and King Street East, St. James Park","Alison, Adrienne",Robert Gourlay,"bronze, granite",Sculpture,Existing,gourlay1.jpg,https://www.toronto.ca/ext/pln/publicart/gourlay1.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gourlay1.jpg,Image of artwork: Robert Gourlay,13,Toronto Centre,2004,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.372852, 43.650726]]}"
71,Public Art & Monuments Collection - City-Owned,689,"Nathan Phillips Square, City Hall",Unknown,Roman Column,Painted Steel,Sculpture,Existing,romancolumn.jpg,https://www.toronto.ca/ext/pln/publicart/romancolumn.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/romancolumn.jpg,Image of artwork: Roman Column,10,Spadina-Fort York,1967,"As the inscription on the marble tablet explains: This unique column was presented in 1957 to Mayor Nathan Phillips, Q.C., by the Hon. Umberto Tupini, Mayor of the City of Rome as a token of friendship between the Citizens of Rome and Toronto. The column is granite (lapis syonites) known to have been quarried in Egypt between 300 and 400 A.D. for a Roman building since destroyed. It was erected on this site with assistance of the Canadian Italian Business and Professional Men's Association of Toronto and accepted by Mayor William Dennison in 1967.",None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.384938, 43.653357]]}"
72,Public Art & Monuments Collection - City-Owned,651,Dundas Street West and Shaw Street,"Sorondo, Armando",Simon Bolivar,"bronze, masonry",Sculpture,Existing,simon_bolivar.jpg,https://www.toronto.ca/ext/pln/publicart/simon_bolivar.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/simon_bolivar.jpg,Image of artwork: Simon Bolivar,10,Spadina-Fort York,1983,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.416326, 43.644787]]}"
73,Public Art & Monuments Collection - City-Owned,691,Sir Casimir Gzowski Park,"D'Wonnik, Richard / Dunbar, Fredrick",Sir Casimir Gzowski Memorial,"bronze, masonry",Sculpture,Existing,gzowskimonument.jpg,https://www.toronto.ca/ext/pln/publicart/gzowskimonument.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/gzowskimonument.jpg,Image of artwork: Sir Casimir Gzowski Memorial,4,Parkdale-High Park,1968,None,None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.46196, 43.636668]]}"
74,Public Art & Monuments Collection - City-Owned,641,"Nathan Phillips Square, City Hall","Nemon, Oscar",Sir Winston Churchill,"bronze, masonry",Sculpture,Existing,churchill.jpg,https://www.toronto.ca/ext/pln/publicart/churchill.jpg,https://www.toronto.ca/ext/pln/publicart/thumbs/churchill.jpg,Image of artwork: Sir Winston Churchill,13,Toronto Centre,1977,"This three-metre high, rough textured bronze statue is also known as the Winston Churchill Memorial. Prior to the revitalization of Nathan Phillips Square, it stood at the southwest corner of the square, and now sits in the area to the northwest known as Sculpture Court. The statue was donated to the City of Toronto by the late Henry R. Jackman in 1977 and is made from the original mould of a work by Oscar Nemon that stands in the Members Lobby in the British House of Commons.",None,None,None,portrait,None,None,"{""type"": ""MultiPoint"", ""coordinates"": [[-79.385227, 43.65374]]}"
